name,email,date_of_birth,mobile_no,birthdate,above_18
Nathaniel Miller,Nathaniel_Miller@harvey-price.com,2005/06/28,25496,20050628,False
Mariah Cervantes,Mariah_Cervantes@fernandez-kelly.biz,1972-09-07,79716,19720907,True
Joshua Jones,Joshua_Jones@hanson.biz,09/20/1981,30317003,19810920,True
Brenda Jones,Brenda_Jones@casey.info,10/25/1990,1568113,19901025,True
Jennifer Booker,Jennifer_Booker@byrd.info,30-10-1975,6465586,19751030,True
Seth Castaneda,Seth_Castaneda@hunter.net,1994/09/09,6688305,19940909,True
Rachel Kennedy,Rachel_Kennedy@arnold-silva.net,1988-12-29,2272495,19881229,True
Susan Smith,Susan_Smith@salazar.com,2005/06/20,425601,20050620,False
Jordan Barnes,Jordan_Barnes@fitzpatrick.com,1956/05/03,521001,19560503,True
Brenda Turner,Brenda_Turner@hampton.org,26-07-1955,94128415,19550726,True
Matthew Brown,Matthew_Brown@owens.org,06-06-1972,21970879,19720606,True
Christian Little,Christian_Little@chandler.net,1961-02-06,58461,19610206,True
Thomas Valenzuela,Thomas_Valenzuela@stevens-munoz.net,05/16/1988,7504960,19880516,True
Philip Hughes,Philip_Hughes@griffin.com,11-12-2010,46877215,20101112,False
Gary Curry,Gary_Curry@porter-santiago.com,2013-07-19,929673,20130719,False
Andrea Morrison,Andrea_Morrison@schroeder-rodriguez.net,17-10-2014,90017719,20141017,False
Jill Ortiz,Jill_Ortiz@adams.com,2016-08-24,62271,20160824,False
Jessica Howell,Jessica_Howell@davis-reed.com,03/27/1999,8110502,19990327,True
James Henderson,James_Henderson@hill.com,2012-02-02,9360261,20120202,False
Nicholas Thomas,Nicholas_Thomas@scott.com,06/03/2018,89758311,20180603,False
Stephanie White,Stephanie_White@blackwell.org,02-01-1957,95481,19570201,True
Christopher Greene,Christopher_Greene@berry.org,01-01-1988,82039695,19880101,True
James Palmer,James_Palmer@george.net,02-02-1983,470487,19830202,True
Christine Cantrell,Christine_Cantrell@larson-rodriguez.com,1956-12-02,830313,19561202,True
Christopher Lopez,Christopher_Lopez@rodriguez.org,1959-12-30,18666,19591230,True
Sandra Cook,Sandra_Cook@walker.com,05-05-2002,7435737,20020505,True
Pedro Dunn,Pedro_Dunn@jackson.com,1985/05/24,77296,19850524,True
Cassandra Gallagher,Cassandra_Gallagher@sanchez-perkins.com,1973/03/27,70786,19730327,True
Daniel Guzman,Daniel_Guzman@maddox-williams.org,1966-11-22,625959,19661122,True
Michael Hunt,Michael_Hunt@zuniga-suarez.info,1960-08-10,4215779,19600810,True
Crystal Valdez,Crystal_Valdez@stewart-randolph.com,08/02/2003,65598575,20030802,False
Luis Saunders,Luis_Saunders@herrera-love.com,2017/12/21,4119046,20171221,False
Samantha Golden,Samantha_Golden@shields.com,02/23/2001,6378478,20010223,True
Brian Woods,Brian_Woods@thomas.biz,08/15/1968,151497,19680815,True
Janet Fleming,Janet_Fleming@miller-potts.info,02-04-1973,3612946,19730204,True
Rebecca Brooks,Rebecca_Brooks@martin.com,27-03-1964,9141882,19640327,True
Sara Oliver,Sara_Oliver@young-dixon.com,02-11-1954,91656,19540211,True
Megan Hickman,Megan_Hickman@brown-martin.biz,1977-09-09,99921,19770909,True
Raymond Davis,Raymond_Davis@gross-wilson.org,16-01-1995,36686,19950116,True
Krystal Miller,Krystal_Miller@cochran-smith.com,01-08-1977,2180872,19770108,True
Brian Christian,Brian_Christian@perez.com,11/01/1951,8741895,19511101,True
Stephen Doyle,Stephen_Doyle@gallegos.com,02/27/1985,20141,19850227,True
Kathleen Peterson,Kathleen_Peterson@garcia.com,1982/02/10,462369,19820210,True
Teresa Mcintosh,Teresa_Mcintosh@kirk-kidd.com,27-07-2006,19116,20060727,False
Ashley Hill,Ashley_Hill@cantu.net,06/29/1966,396237,19660629,True
Andrew Jacobs,Andrew_Jacobs@miller.biz,02-02-1975,710727,19750202,True
Jeffery Turner,Jeffery_Turner@thomas.org,1993-04-01,86116,19930401,True
Christian Peterson,Christian_Peterson@arnold.biz,1976/02/22,41536527,19760222,True
Jason Burgess,Jason_Burgess@gonzales-burgess.net,12/29/1972,3485700,19721229,True
Crystal Herrera,Crystal_Herrera@heath.biz,03/28/1979,98076,19790328,True
Julie Suarez,Julie_Suarez@jones.info,1968/12/21,381189,19681221,True
William Lee,William_Lee@jones.com,02-07-1987,319953,19870207,True
Paige Sanders,Paige_Sanders@montgomery-acevedo.com,2001/11/20,83401,20011120,True
Devin Bates,Devin_Bates@boyd.com,2008-02-22,801057,20080222,False
Becky Hernandez,Becky_Hernandez@wolfe-estes.com,09/02/1952,636777,19520902,True
Brandon Gonzalez,Brandon_Gonzalez@moore.info,1962-01-31,80247655,19620131,True
John Henderson,John_Henderson@wilson.biz,1968/04/29,825657,19680429,True
Samuel Bell,Samuel_Bell@davis-combs.net,2003-05-13,3783291,20030513,False
Chase Reed,Chase_Reed@robbins.info,21-08-1958,58795239,19580821,True
Timothy Nichols,Timothy_Nichols@smith.biz,06-01-1968,76207631,19680601,True
Mitchell Owen,Mitchell_Owen@finley.info,19-09-2010,540609,20100919,False
Amy Baker,Amy_Baker@phelps-cole.com,05-07-2000,9951397,20000507,True
Duane Gomez,Duane_Gomez@williamson.biz,1991/06/12,884811,19910612,True
Maria Hampton,Maria_Hampton@turner-white.biz,2013/11/15,89841,20131115,False
Kathy Schneider,Kathy_Schneider@randolph.com,1971/01/30,243465,19710130,True
Christopher Johnson,Christopher_Johnson@odom.com,10-02-1976,543123,19761002,True
Alison Rojas,Alison_Rojas@marshall.com,21-07-2018,71311,20180721,False
Susan Valdez,Susan_Valdez@ritter-rich.com,2016-07-13,684699,20160713,False
Jason Conway,Jason_Conway@salinas.com,25-08-2009,26369799,20090825,False
Nathan Reid,Nathan_Reid@warner.com,09-05-2014,6270027,20140905,False
Amy Klein,Amy_Klein@williamson.net,1987/07/17,7759424,19870717,True
Victoria Johnson,Victoria_Johnson@conley.com,1965/03/07,99921,19650307,True
Sara Adams,Sara_Adams@gutierrez-wilson.info,20-11-1992,141423,19921120,True
Charles Reid,Charles_Reid@willis.info,2003-07-07,61296,20030707,False
Angela Davis,Angela_Davis@jones-morgan.com,1961/04/18,6580001,19610418,True
Brittany Nicholson,Brittany_Nicholson@carlson-wade.com,04/15/1992,4524605,19920415,True
William Dunn,William_Dunn@wilkins.info,01-01-1957,57063847,19570101,True
Jon James,Jon_James@owens.biz,20-01-1975,53852103,19750120,True
Heather Boyle,Heather_Boyle@lopez.com,03/01/2003,91679575,20030301,False
Martin Robinson,Martin_Robinson@gray.info,1992-02-17,74866,19920217,True
Lindsay Brewer,Lindsay_Brewer@brown-stewart.info,18-08-1953,38137071,19530818,True
Christopher Mitchell,Christopher_Mitchell@blair.net,2008/04/06,70452735,20080406,False
Nathaniel Kelly,Nathaniel_Kelly@barron.info,1990/10/31,575673,19901031,True
Jesus Martinez,Jesus_Martinez@hunt-nichols.com,24-04-2006,98146,20060424,False
Mark Kim,Mark_Kim@martinez.biz,11-01-2008,3036839,20081101,False
Kimberly Mccullough,Kimberly_Mccullough@cantu.com,1989/09/01,209511,19890901,True
Kevin Richardson,Kevin_Richardson@wheeler.com,1989/07/18,27436,19890718,True
Kim Kramer,Kim_Kramer@dominguez.com,05/07/1986,965793,19860507,True
Shelly Warren,Shelly_Warren@patterson-knight.info,08-12-1956,11973823,19560812,True
Rebecca Pearson,Rebecca_Pearson@davis.org,2000/11/13,68566,20001113,True
Thomas Turner,Thomas_Turner@boyer-santos.info,1973/05/28,12514951,19730528,True
Kimberly Aguilar,Kimberly_Aguilar@gilmore.info,06/07/1963,61041,19630607,True
Parker Chandler,Parker_Chandler@barnes.com,1985-04-09,365589,19850409,True
Patricia Jordan,Patricia_Jordan@robbins.net,2014-10-05,49578007,20141005,False
Edward Pearson,Edward_Pearson@hester-richardson.info,1988-02-27,49439343,19880227,True
Thomas Guzman,Thomas_Guzman@taylor.net,1950/03/31,30646,19500331,True
Christina Lewis,Christina_Lewis@dougherty.com,1991-11-10,425109,19911110,True
Nicole Green,Nicole_Green@green.info,1975-11-14,624039,19751114,True
Sandra Ayers,Sandra_Ayers@flowers.com,07/13/1963,260007,19630713,True
Kimberly Gould,Kimberly_Gould@smith.com,2010/09/25,51456,20100925,False
Cory Johnson,Cory_Johnson@bishop.info,12/29/1984,16831,19841229,True
Lisa Butler,Lisa_Butler@caldwell.net,1981/08/20,39281,19810820,True
Stephanie Gomez,Stephanie_Gomez@marks.com,1992/02/14,778365,19920214,True
Dennis Figueroa,Dennis_Figueroa@kidd-hernandez.com,1950-05-13,74466,19500513,True
Michelle Spencer,Michelle_Spencer@norman.biz,1962/09/24,2241310,19620924,True
Austin Zuniga,Austin_Zuniga@cline-tucker.com,08-04-1957,7639906,19570804,True
Sarah Mora,Sarah_Mora@neal.com,1955-09-10,72556,19550910,True
David Brown,David_Brown@harding.org,1997/11/26,2764749,19971126,True
Regina Smith,Regina_Smith@norris-brown.org,1954-07-01,69281,19540701,True
John Gardner,John_Gardner@heath.com,19-02-1980,3945712,19800219,True
Vanessa Alvarez,Vanessa_Alvarez@allen.org,2000/09/24,42263183,20000924,True
Michael Wu,Michael_Wu@gutierrez.com,30-11-2004,29225607,20041130,False
Jenny Fox,Jenny_Fox@ross.com,1978/10/18,8239141,19781018,True
Elizabeth Cole,Elizabeth_Cole@kaufman-zavala.com,2003-02-17,702021,20030217,False
Justin Holmes,Justin_Holmes@davis.biz,12/15/1993,6934432,19931215,True
Steve Carey,Steve_Carey@smith.biz,2014-09-15,754287,20140915,False
Ryan Miller,Ryan_Miller@williams.net,1974/07/17,159111,19740717,True
Alvin Blair,Alvin_Blair@walton.biz,1952/11/22,657699,19521122,True
John Pearson,John_Pearson@golden.com,1957/01/30,52606,19570130,True
Marcus Mejia,Marcus_Mejia@brooks.net,07-07-1975,9450169,19750707,True
Antonio Simon,Antonio_Simon@wang-larsen.net,08-07-2009,62936,20090807,False
Maria Mccall,Maria_Mccall@watts.com,2017/12/05,3879842,20171205,False
Linda Robinson,Linda_Robinson@farmer.com,07/24/2001,917355,20010724,True
Emily Rodriguez,Emily_Rodriguez@gardner.biz,16-07-1991,177843,19910716,True
Samantha Morrison,Samantha_Morrison@hamilton-wilson.net,11/20/1961,8583856,19611120,True
Johnny Clark,Johnny_Clark@phillips-phillips.com,1987/01/02,81701,19870102,True
Brandon Hanson,Brandon_Hanson@walker.com,1967-05-09,67926,19670509,True
Dana Mcclain,Dana_Mcclain@jackson.org,28-04-2009,14366295,20090428,False
Christine Ramos,Christine_Ramos@hanson.biz,11/28/1992,661173,19921128,True
Melissa Gibson,Melissa_Gibson@wheeler-cunningham.com,02/20/2013,8002891,20130220,False
Michael Fernandez,Michael_Fernandez@hill-burgess.com,04/28/1986,3201052,19860428,True
Karen Woods,Karen_Woods@nelson.info,21-02-2008,25321,20080221,False
Alexander Cook,Alexander_Cook@williams.org,16-11-1972,421131,19721116,True
Michelle Hale,Michelle_Hale@evans.biz,1978-10-21,4280893,19781021,True
Dawn Perez,Dawn_Perez@carroll.info,11-11-1955,557427,19551111,True
Michael Smith,Michael_Smith@mccarthy-hayes.info,04/24/1968,13638487,19680424,True
Pamela Willis,Pamela_Willis@fitzgerald.com,1969-03-16,614373,19690316,True
Tracy Coleman,Tracy_Coleman@thomas.com,1997-04-07,61371,19970407,True
Amanda Jones,Amanda_Jones@klein.com,06/02/2010,17256,20100602,False
Alexis Bradford,Alexis_Bradford@steele.com,2001-09-29,6019490,20010929,True
Eric Elliott,Eric_Elliott@anderson-ellison.com,1986-03-30,63151,19860330,True
Rhonda White,Rhonda_White@arellano.com,1990/10/12,724107,19901012,True
Annette Kaufman,Annette_Kaufman@schultz-williams.org,1997-06-29,67241,19970629,True
Kenneth Brown,Kenneth_Brown@olson-lee.org,01/25/2006,385581,20060125,False
Joshua Brown,Joshua_Brown@zhang.com,02/20/1992,167415,19920220,True
Monique Thompson,Monique_Thompson@davis.biz,07/15/1996,69671135,19960715,True
Tammy Anderson,Tammy_Anderson@turner.com,1970-01-17,566985,19700117,True
Robert Foster,Robert_Foster@williams.com,22-12-1964,973749,19641222,True
Phillip White,Phillip_White@davis.com,1993-03-03,43136,19930303,True
Jeffrey Reeves,Jeffrey_Reeves@howard.org,19-12-2005,11451,20051219,False
Michelle Dodson,Michelle_Dodson@wright.net,01-03-2013,180753,20130103,False
Deborah Carter,Deborah_Carter@collins.com,2013/03/01,45711759,20130301,False
Donna Lloyd,Donna_Lloyd@newton-reynolds.info,02/06/1956,124611,19560206,True
Jason Brown,Jason_Brown@lamb.net,2014/10/07,68172735,20141007,False
Loretta Haynes,Loretta_Haynes@stewart.info,1989/12/15,73871583,19891215,True
Ryan Vaughn,Ryan_Vaughn@rodriguez.com,1960-11-29,46011,19601129,True
Dan Smith,Dan_Smith@henry.com,11/26/1996,133353,19961126,True
Alex Brown,Alex_Brown@paul.biz,03/07/2017,54191187,20170307,False
Ethan Lee,Ethan_Lee@adkins.com,2012-12-22,48261,20121222,False
Jose Martinez,Jose_Martinez@martin.com,1995-09-24,65941,19950924,True
Alejandra Strickland,Alejandra_Strickland@ward-johnson.net,1957/02/22,3464644,19570222,True
Paula Gregory,Paula_Gregory@sanders.com,02-03-1967,36121,19670203,True
Joseph Lozano,Joseph_Lozano@bruce.com,1982/02/21,659385,19820221,True
Dean Thomas,Dean_Thomas@sanchez.org,03-07-2015,39676,20150307,False
Madison Richardson,Madison_Richardson@sullivan-riggs.com,19-06-1962,668097,19620619,True
Kelly Buchanan,Kelly_Buchanan@day-smith.com,14-03-2001,96741,20010314,True
Robert Brown,Robert_Brown@arroyo-jennings.com,2010/01/12,85795927,20100112,False
Felicia Sawyer,Felicia_Sawyer@vega.com,2006/03/31,144165,20060331,False
Julian Edwards,Julian_Edwards@brown-peterson.com,23-08-1956,91021,19560823,True
David Salazar,David_Salazar@butler.com,12/11/2017,302277,20171211,False
Joshua Williams,Joshua_Williams@hardy.com,22-04-1969,373557,19690422,True
Daniel Yoder,Daniel_Yoder@brown.net,11-11-2017,4431925,20171111,False
Daniel Nelson,Daniel_Nelson@cooper-robinson.com,1985-07-10,5908778,19850710,True
Gary White,Gary_White@casey.org,09/03/1993,71301,19930903,True
Jason Campbell,Jason_Campbell@smith-roach.com,1954/10/10,93071,19541010,True
Elizabeth Watson,Elizabeth_Watson@humphrey-cox.com,2014/10/16,4912503,20141016,False
Kenneth Wright,Kenneth_Wright@fox.com,03-05-1962,59641,19620305,True
David Clark,David_Clark@short-christian.com,2007/02/04,54461,20070204,False
Beverly Leon,Beverly_Leon@vance.info,11/08/1993,50638447,19931108,True
Robert Wright,Robert_Wright@davis-miller.net,1964/02/08,77211,19640208,True
Derrick Wells,Derrick_Wells@bowman.org,1954-06-17,1455574,19540617,True
Devin Neal,Devin_Neal@graham.org,2013/05/26,969225,20130526,False
Linda Baker,Linda_Baker@moran.info,04-10-1995,23696,19950410,True
Amanda Ray,Amanda_Ray@miller.com,21-08-2015,67585215,20150821,False
Bruce Williams,Bruce_Williams@foster.biz,1969-07-28,8124901,19690728,True
Amy Castillo,Amy_Castillo@brooks-mcintyre.com,03/30/1963,8119042,19630330,True
Kyle Turner,Kyle_Turner@wright-williams.com,26-11-2004,54311,20041126,False
Steven Mason,Steven_Mason@fischer-nelson.info,1962-11-12,342939,19621112,True
Kimberly Kelly,Kimberly_Kelly@smith-davis.com,2004/04/03,97604615,20040403,False
Melissa Ellis,Melissa_Ellis@gonzalez-miranda.com,1988-09-07,243687,19880907,True
Mark Mcmillan,Mark_Mcmillan@young.com,1952-04-29,8910910,19520429,True
Erin Bautista,Erin_Bautista@kline.com,01/28/1979,7454014,19790128,True
Joseph Holt,Joseph_Holt@ward-williams.info,1985/04/10,778737,19850410,True
Dean Foster,Dean_Foster@harrell-ortiz.biz,1991-09-08,244989,19910908,True
Luis Smith,Luis_Smith@lewis.com,06/15/2008,69279743,20080615,False
Nicholas Hughes,Nicholas_Hughes@reed-wilson.org,1962/04/08,27277679,19620408,True
Alexis Marshall,Alexis_Marshall@ortiz.com,11/07/2018,372087,20181107,False
Nathan Jones,Nathan_Jones@hess.net,2002/06/07,61001,20020607,True
Debra Jordan,Debra_Jordan@parrish-chen.com,02/04/1995,656019,19950204,True
Billy Rose,Billy_Rose@green.com,1990-02-22,93601,19900222,True
Amber Stephens,Amber_Stephens@allen-garcia.com,02-10-2009,57151,20090210,False
Sandra Williamson,Sandra_Williamson@dixon.info,1966/08/21,824961,19660821,True
Mikayla Wiggins,Mikayla_Wiggins@murphy.info,1967-04-28,5378864,19670428,True
Wesley Lowery,Wesley_Lowery@suarez.biz,1998/06/20,33838415,19980620,True
Brandon Cruz,Brandon_Cruz@gutierrez.info,24-01-1995,258783,19950124,True
Tracy York,Tracy_York@buchanan.com,07-12-1997,185859,19970712,True
Jessica Adams,Jessica_Adams@berry.biz,08/29/2006,54074899,20060829,False
Diana Flores,Diana_Flores@hill.com,2006/01/25,24605159,20060125,False
Anthony Brooks,Anthony_Brooks@munoz.com,2008-05-06,67481,20080506,False
Joan Cruz,Joan_Cruz@webb-howe.net,08-07-1953,48606,19530807,True
Lauren Ray,Lauren_Ray@jenkins.org,02/08/1954,943671,19540208,True
Robert Fisher,Robert_Fisher@franklin-lee.com,1967-04-13,879579,19670413,True
Christopher Clark,Christopher_Clark@ramos.biz,10/08/1988,36611,19881008,True
Leah Palmer,Leah_Palmer@roman.biz,03/20/1969,774171,19690320,True
Erin Campbell,Erin_Campbell@koch-johnson.com,2000-06-22,11156,20000622,True
Michael Smith,Michael_Smith@long.com,2008-03-05,13581,20080305,False
Carolyn Gonzalez,Carolyn_Gonzalez@walsh.com,06/20/1957,19666,19570620,True
Evan Jackson,Evan_Jackson@duke.com,15-05-1982,31141,19820515,True
Corey Mitchell,Corey_Mitchell@turner-thompson.org,1956/03/02,65463735,19560302,True
Angela Lopez,Angela_Lopez@flynn-moore.org,26-04-2010,40176,20100426,False
Mariah Jones,Mariah_Jones@butler-murphy.com,1961-02-03,2175027,19610203,True
Melissa Yates,Melissa_Yates@baxter-kaiser.com,10/15/1970,67396,19701015,True
Chad Hill,Chad_Hill@murphy.biz,2003-10-07,19026,20031007,False
Dalton Marshall,Dalton_Marshall@perez.com,2005/06/22,75676,20050622,False
Megan Davis,Megan_Davis@bonilla.com,2018-12-05,856173,20181205,False
Jay Hunt,Jay_Hunt@villanueva-estrada.org,15-06-2009,71646,20090615,False
Craig Brady,Craig_Brady@lee-smith.com,1997-09-10,70746,19970910,True
James Cooper,James_Cooper@brewer-evans.com,1955-05-02,15721,19550502,True
Timothy Cabrera,Timothy_Cabrera@mcdonald-smith.net,1998/04/29,324453,19980429,True
Justin Kemp,Justin_Kemp@morton.biz,28-12-1996,9080065,19961228,True
Sean Roach,Sean_Roach@campbell-boyd.info,08/05/1993,3135252,19930805,True
Jeffery Steele,Jeffery_Steele@gutierrez.com,1979/05/22,449853,19790522,True
Albert Sellers,Albert_Sellers@gonzalez.com,08/27/2012,9135232,20120827,False
Jennifer Snyder,Jennifer_Snyder@allen-hernandez.com,1994/08/05,4231046,19940805,True
John Scott,John_Scott@rodgers.com,25-12-2018,88527399,20181225,False
Gabrielle Brown,Gabrielle_Brown@curtis.org,06/26/1998,6128914,19980626,True
Devon Ramsey,Devon_Ramsey@wilson-sanchez.info,2005-08-03,181269,20050803,False
Linda Palmer,Linda_Palmer@collins-garrett.com,01/20/2012,66506,20120120,False
Laura Vargas,Laura_Vargas@myers.net,1951-06-29,44031,19510629,True
Felicia Stewart,Felicia_Stewart@castaneda-hines.com,24-06-1950,764061,19500624,True
Antonio Lewis,Antonio_Lewis@robinson-sullivan.info,11/03/2018,7496112,20181103,False
Andrew Nielsen,Andrew_Nielsen@cole.com,11/13/1982,287115,19821113,True
Lindsay Carpenter,Lindsay_Carpenter@hernandez.info,1962-03-08,25691,19620308,True
Chris Stewart,Chris_Stewart@lyons.net,2004-11-09,619833,20041109,False
Robert Moore,Robert_Moore@collins.com,03/17/1950,1399812,19500317,True
Timothy Ray,Timothy_Ray@torres.biz,27-01-1962,353613,19620127,True
Scott Day,Scott_Day@robinson.info,07/27/2017,32726,20170727,False
Nathaniel Armstrong,Nathaniel_Armstrong@williams-medina.net,1960/10/04,50026,19601004,True
Amanda Brown,Amanda_Brown@martinez.com,18-04-2010,36636,20100418,False
Kim Howell,Kim_Howell@rice-avery.biz,02/01/2009,4811794,20090201,False
Kristin Lindsey,Kristin_Lindsey@dennis.com,1963-07-02,73341,19630702,True
Erin Flowers,Erin_Flowers@smith.com,2007-07-03,962571,20070703,False
Samuel Anderson,Samuel_Anderson@white-bryant.com,2016-09-06,83338023,20160906,False
Jennifer Burke,Jennifer_Burke@sampson-davis.com,10/09/1981,9728258,19811009,True
Kelly Douglas,Kelly_Douglas@walton.com,1988-11-04,2470602,19881104,True
Nancy Marshall,Nancy_Marshall@wood.net,1972/06/20,7573700,19720620,True
Jorge Johnson,Jorge_Johnson@sanchez.com,1967-02-24,66181,19670224,True
Amy French,Amy_French@castro.com,05/09/2005,290895,20050509,False
Virginia Chambers,Virginia_Chambers@lewis.com,1982/02/04,1259959,19820204,True
Mary Pollard,Mary_Pollard@francis.com,21-09-1985,977979,19850921,True
Edward Norris,Edward_Norris@harris-long.info,10/14/2010,820179,20101014,False
Deborah Bailey,Deborah_Bailey@shaw.com,1987-12-23,750429,19871223,True
Jennifer Jones,Jennifer_Jones@hall.org,2011-04-23,20526,20110423,False
Sonya Griffith,Sonya_Griffith@harris.com,28-04-2006,30409567,20060428,False
